,Tweet,positive_match,negative_match,sentiment
469,where are u from uae usa india nigeria ghana uganda zimbabwe tanzania brazil kenya pakistan canada australia somalia south africa philippines england italy thailand france argentina reply with ur flag follow whoever likes your reply,['likes'],[],positive
470, im in canada being jealous ,[],['jealous'],negative
471,its the pinnacle of our sport the players view on what it would mean to reach the olympic games after last nights rain soaked stalemate its all to play for tonights winner takes the ticket to tokyo ireland v canada live on rt2 at 6 30pm ,"['pinnacle', 'winner']",['stalemate'],positive
472,ufc more boos for trump at mixed martial arts fight ,['trump'],[],positive
473,canada gets three reeses cups in a pack gah damn free healthcare wasnt enough ,"['free', 'enough']",['damn'],positive
474,where are u from uae usa india nigeria ghana uganda zimbabwe tanzania brazil kenya pakistan canada australia somalia south africa philippines england italy thailand france argentina reply with ur flag follow whoever likes your reply,['likes'],[],positive
475,from discover on google ,[],[],neutral
476,montana is like canada is like texas everyone is christian likes football goes to church at least four times a week or youre a bad person who sells drugs and everyone does gospel choir as an after school sport its very serious but still fun,"['like', 'likes', 'fun']",['bad'],positive
477, then why do you need to import 43 of your oil from canada why do you need oil from saudi arabia why does trump want the oil that belongs to the kurds and syria ,['trump'],[],positive
478,meanwhile in other news ,[],[],neutral
479,canada s missing and murdered indigenous women and girls are gone but never forgotten hear their stories at home or on the go with aptn lumi sign up and start streaming today ,[],[],neutral
480, governing is much more than expressing disappointment inaction on pipelines and oppressive regulations are the reason capital and companies are leaving canada ,[],"['disappointment', 'inaction', 'oppressive']",negative
481, western canada exit wcexit,[],[],neutral
482,encanas former ceo gwyn morgan said the destructive policies of the trudeau liberals have left the company with no choice but to shift its asset base and capital program south of the border cdnpoli ,[],['destructive'],negative
483, earlymorning in november in saskatoon yxe saskatchewan canada it looks colder than it was traffic bridge ,[],[],neutral
484,im more convinced what happened to our election in canada was the globalist elites agenda and the dropping of greta thunberg on top of our election,['top'],[],positive
485,wait niagra falls is in canada ,[],['falls'],negative
486, in canada at that imagine if trump were to attend a raptors game there would be boos heard around the world ,['trump'],[],positive
487,shut down canada and start it all over ,[],[],neutral
488,reminder canada goose jackets use dead dogs for their fur trim please don t buy canada goose this winter if you already have one please consider removing and donating the fur trim to your local animal shelter so it can be used as bedding and warmth for animals in need ,['warmth'],['dead'],neutral
489,ufc more boos for trump at mixed martial arts fight ,['trump'],[],positive
490,ha ha ha ha ha ha ha to all of the asshats who vote conservative in alberta you deserve everything you are about to loose don t blame canada blame yourselves ,[],"['conservative', 'loose', 'blame']",negative
491, 02 11 2019 20 56 12 jefferson a are 02 11 2019 20 56 14 jefferson frum vai ser aonde 02 11 2019 20 56 34 elisa jk canad 02 11 2019 20 56 42 elisa jk vms pegar o avio as 8 02 11 2019 20 56 42 jefferson nem tirei passa porte aida,[],[],neutral
492,ufc more boos for trump at mixed martial arts fight ,['trump'],[],positive
493,what hypocrits canada should be an oil exporting super power instead we are a failing democracy led by a simpleton with a crazy green ideology we should not import one ounce of non ethical oil ,"['super', 'led', 'ethical']","['failing', 'crazy']",positive
494, hmmmm settle for less i was prescribed a new medication by my doctor us cost 410 i check in canada and it is 109 same drug same label same packaging i settled for less i bought it in canada pharma profits over people ,[],[],neutral
